# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-SNAPSHOT

ffameetup.slot.0.smexycps, itemstack, 810576616C75652080B876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2049524F4E5F53574F52440A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A20202020202044414D4147455F414C4C3A20340A
ffameetup.slot.1.smexycps, itemstack, 810576616C75652080A476616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20434F42424C4553544F4E450A2020616D6F756E743A2036340A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.10.smexycps, itemstack, 810576616C756520809E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204152524F570A2020616D6F756E743A2036340A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.11.smexycps, itemstack, 810576616C756520809176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20414E56494C0A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.12.smexycps, itemstack, 810576616C756520809B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A205745420A2020616D6F756E743A20320A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.13.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.14.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.15.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.16.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.17.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.18.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.19.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.2.smexycps, itemstack, 810576616C756520809776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2046495348494E475F524F440A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.20.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.21.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.22.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.23.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.24.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.25.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.26.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.27.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.28.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.29.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.3.smexycps, itemstack, 810576616C756520809B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F5049434B4158450A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.30.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.31.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.32.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.33.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.34.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.35.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffameetup.slot.4.smexycps, itemstack, 810576616C75652080B376616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20424F570A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A2020202020204152524F575F44414D4147453A20310A
ffameetup.slot.5.smexycps, itemstack, 810576616C756520809876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415445525F4255434B45540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.6.smexycps, itemstack, 810576616C756520809776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204C4156415F4255434B45540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot.7.smexycps, itemstack, 810576616C75652080A576616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20474F4C44454E5F4150504C450A2020616D6F756E743A20360A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C78613736476F6C64656E2068656164220A
ffameetup.slot.8.smexycps, itemstack, 810576616C75652080A876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20474F4C44454E5F4150504C450A2020616D6F756E743A20350A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137364D616E7A616E61206465206F726F220A
ffameetup.slot.9.smexycps, itemstack, 810576616C756520809B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20464C494E545F414E445F535445454C0A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A
ffameetup.slot0.smexycps, itemstack, 810576616C75652080B876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2049524F4E5F53574F52440A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A20202020202044414D4147455F414C4C3A20340A
ffameetup.streak.smexycps, long, 0000000000000000
fly.ileakspvp, boolean, 01
"kill counter.<player>.kills_total", long, 0000000000000000
kill.<none>, double, 4014000000000000
kill.strafecps, double, 4008000000000000
kills.<none>, double, 404C000000000000
kills.entity:101ce3ec-2842-4bb7-8abb-6e3c156f4b45, long, 0000000000000001
kills.entity:1586b560-c0e2-4a05-855a-eeb2823994e7, double, 4000000000000000
kills.entity:1a146e17-1b00-4e7d-ba6f-941bc522b8f7, double, 4008000000000000
kills.entity:22dee043-9b9b-4706-8476-c2c061e36536, long, 0000000000000001
kills.entity:319c51c0-7f27-4b80-8c84-04246d7a8ec3, long, 0000000000000001
kills.entity:504b294e-75fd-4387-aac7-c33803d8bd3d, double, 4000000000000000
kills.entity:66e84ce9-36df-4d09-961a-49ea200b6dd0, double, 4010000000000000
kills.entity:67d442c5-d1f4-4d0f-9339-a3ea14d237e2, long, 0000000000000001
kills.entity:84654f7c-fd5f-46c3-b12f-5273e04148ce, double, 401C000000000000
kills.entity:87e8fb6c-17cf-4abb-8e0c-b0cb889e92e2, long, 0000000000000001
kills.entity:88e9ac63-38c9-4047-b098-10a2528e0ab5, long, 0000000000000001
kills.entity:8e0d423f-3ff8-443a-a7f9-4b5b7e9f7093, double, 4000000000000000
kills.entity:9db14fec-6b93-4c8c-9c1e-5db925f6a043, long, 0000000000000001
kills.entity:b19b5442-14f7-49d5-a356-e74ff0c45859, double, 4008000000000000
kills.entity:c9518092-ff51-4754-9975-97ec212c8722, long, 0000000000000001
kills.entity:d1e99697-f7bc-4e9d-aeb0-c20bd2a3eadc, long, 0000000000000001
kills.entity:d56e78d4-39a0-4f04-89bf-97c854fe0276, double, 4000000000000000
kills.entity:ddacf3f7-eb02-4d54-8770-115244d5d62e, long, 0000000000000001
kills.entity:f2c85ad7-ce00-4ffe-96df-b34a5ddfaf29, double, 4000000000000000
kills.entity:fbe78204-57cc-4832-9459-6d981dc77c45, long, 0000000000000001
kills.entity:fc8520b3-ced4-45d8-8c5f-4b9544c1f3a5, long, 0000000000000001
kills.strafecps, double, 4048000000000000
kills:<none>, double, 403D000000000000
kills:axeltwc, double, 4010000000000000
kills:entity:84654f7c-fd5f-46c3-b12f-5273e04148ce, double, 401C000000000000
kills:theslimejunior, double, 4000000000000000
normal.players, long, 0000000000000000
particula-off, string, 8009546F776E2041757261
particula-off-can, long, 0000000000000005
particula-on, string, 800B5370656C6C205769746368
particula-on-can, long, 0000000000000005
players.ffa, integer, 00000000
players.lobby, integer, 00000000
players.practice, integer, 00000000
players.uhcmeetup, integer, 00000000
rank.axeltwc, string, 8008C2A7394F776E6572
rank.ileakspvp, string, 8008C2A7394F776E6572
rank.iproxydev, string, 8007C2A7664E6F6E65
rank.theslimejunior, string, 8007C2A7664E6F6E65
rewarditem1, itemstack, 810576616C756520804176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20474F4C44454E5F4150504C450A
rewarditem2, itemstack, 810576616C756520804176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20474F4C44454E5F4150504C450A
rewarditem3, itemstack, 810576616C756520804176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20474F4C44454E5F4150504C450A
rewarditem4, itemstack, 810576616C756520804076616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20474F4C445F4E55474745540A
rewarditem5, itemstack, 810576616C756520803F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204558505F424F54544C450A
rewardname1, string, 800DC2A762476170706C65204B6974
rewardname2, string, 800DC2A762476170706C65204B6974
rewardname3, string, 800DC2A762476170706C65204B6974
rewardname4, string, 800CC2A765436F696E732035302B
rewardname5, string, 8010C2A739456E6368616E746572204B6974
rewardrarity1, string, 8007C2A73545706963
rewardrarity2, string, 8007C2A73545706963
rewardrarity3, string, 8007C2A73545706963
rewardrarity4, string, 8009C2A731436F6D6D6F6E
rewardrarity5, string, 8007C2A73252617265
scoreboard::config::scoreboardtitleupdate, string, 800135
scoreboard::config::scoreboardtitle::1, string, 8011C2A762C2A76C437269737079426F617264
scoreboard::config::scoreboardtitle::2, string, 8011C2A766C2A76C437269737079426F617264
scoreboard::config::scoreboardupdate, string, 80023130
scoreboard::config::scoreboard::1, string, 8016C2A761506C617965723A20C2A76625706C6179657225
scoreboard::config::scoreboard::2, string, 800AC2A7614B696C6C733A20
scoreboard::config::scoreboard::3, string, 800BC2A7614465617468733A20
scoreboard::player::ileakspvp, string, 8009694C65616B73507650
scoreboard::player::smexycps, string, 8008536D657879435053
scoreboard::player::strafecps, string, 8009537472616665435053
sg.players, long, 0000000000000000
souls.ileakspvp, long, 0000000000000000
souls.smexycps, double, 40F8696000000000
souls.strafecps, long, 0000000000000000
soulwell::broadcast, string, 800474727565
soulwell::firework-cuantity, long, 000000000000000A
soulwell::firework-timed, long, 0000000000000000
soulwell::hologram, string, 8011C2A765C2A76C526967687420436C69636B
soulwell::kill-sound, string, 801572616E646F6D2E7375636365737366756C5F686974
soulwell::launch-firework, string, 800474727565
soulwell::onkill-sound, string, 800474727565
soulwell::prefix, string, 801EC2A738C2A76C5BC2A736C2A76C536F756C57656C6CC2A738C2A76C5D2D3E
soulwell::reward-indicator, itemstack, 810576616C756520804F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20535441494E45445F474C4153530A202064616D6167653A2031350A
soulwell::reward-sound, string, 800E72616E646F6D2E6C6576656C7570
soulwell::rolling-sound, string, 801172616E646F6D2E776F6F645F636C69636B
soulwell::rolling-speed, timespan, 81066D696C6C697304000000000000007D
soulwell::rolling-times, long, 0000000000000032
soulwell.id.1, long, 0000000000000001
soulwell.machines::1, long, 0000000000000001
soulwell.particula.1, string, 80024F6E
soulwell.state.1, boolean, 01
soulwell.use.1, boolean, 00
soulwell.using.1, string, 8008536D657879435053
soup.players, long, 0000000000000000
spec.strafecps, boolean, 00
uhcmeetup::antirain, string, 800474727565
uhcmeetup::blood, string, 800474727565
uhcmeetup::blood::cuantity, long, 0000000000000005
uhcmeetup::bungeemode, string, 800566616C7365
uhcmeetup::bungeemode::hub, string, 80054C6F626279
uhcmeetup::firework, string, 800474727565
uhcmeetup::prefix, string, 801FC2A738C2A76C5BC2A739C2A76C5568634D6565747570C2A738C2A76C5D2D3E
uhcmeetup::pvp-effects, string, 800474727565
uhcmeetup::pvp-sounds, string, 800474727565
uhcmeetup::scoreboard::lines::1, string, 8014C2A736C2A76C3E20C2A765C2A76C506C61796572
uhcmeetup::scoreboard::lines::2, string, 80163C52616E646F6D2D436F6C6F723E3C506C617965723E
uhcmeetup::scoreboard::lines::3, string, 80073C456D7074793E
uhcmeetup::scoreboard::lines::4, string, 8013C2A736C2A76C3E20C2A765C2A76C4B696C6C73
uhcmeetup::scoreboard::lines::5, string, 800D2020202020203C4B696C6C733E
uhcmeetup::scoreboard::lines::6, string, 80073C456D7074793E
uhcmeetup::scoreboard::lines::7, string, 8014C2A736C2A76C3E20C2A765C2A76C446561746873
uhcmeetup::scoreboard::lines::8, string, 800E2020202020203C4465617468733E
uhcmeetup::scoreboard::lines::9, string, 80073C456D7074793E
uhcmeetup::scoreboard::lines::10, string, 8014C2A736C2A76C3E20C2A765C2A76C53747265616B
uhcmeetup::scoreboard::lines::11, string, 800E2020202020203C53747265616B3E
uhcmeetup::scoreboard::lines::12, string, 80073C456D7074793E
uhcmeetup::scoreboard::lines::13, string, 8015C2A765506C61792E5568634D65657475702E4E6574
uhcmeetup::scoreboard::tittle, string, 801B20202020202020C2A739C2A76C5568634D65657475702020202020
uhcmeetup.boots.smexycps, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F424F4F54530A
uhcmeetup.boots.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.chestplate.smexycps, itemstack, 810576616C756520804776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F4348455354504C4154450A
uhcmeetup.chestplate.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.deaths.smexycps, double, 3FF0000000000000
uhcmeetup.deaths.smexycps.builduhc, long, 0000000000000000
uhcmeetup.deaths.smexycps.combo, long, 0000000000000000
uhcmeetup.deaths.smexycps.normal, long, 0000000000000000
uhcmeetup.deaths.smexycps.sg, long, 0000000000000000
uhcmeetup.deaths.smexycps.soup, long, 0000000000000000
uhcmeetup.deaths.strafecps, double, 4024000000000000
uhcmeetup.deaths.strafecps.builduhc, long, 0000000000000000
uhcmeetup.deaths.strafecps.combo, long, 0000000000000000
uhcmeetup.deaths.strafecps.normal, long, 0000000000000000
uhcmeetup.deaths.strafecps.sg, long, 0000000000000000
uhcmeetup.deaths.strafecps.soup, long, 0000000000000000
uhcmeetup.helmet.smexycps, itemstack, 810576616C756520804376616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F48454C4D45540A
uhcmeetup.helmet.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.join.smexycps, boolean, 00
uhcmeetup.join.strafecps, boolean, 01
uhcmeetup.kills.<none>, double, 4026000000000000
uhcmeetup.kills.smexycps, long, 0000000000000000
uhcmeetup.kills.smexycps.builduhc, long, 0000000000000000
uhcmeetup.kills.smexycps.combo, long, 0000000000000000
uhcmeetup.kills.smexycps.normal, long, 0000000000000000
uhcmeetup.kills.smexycps.sg, long, 0000000000000000
uhcmeetup.kills.smexycps.soup, long, 0000000000000000
uhcmeetup.kills.strafecps, long, 0000000000000000
uhcmeetup.kills.strafecps.builduhc, long, 0000000000000000
uhcmeetup.kills.strafecps.combo, long, 0000000000000000
uhcmeetup.kills.strafecps.normal, long, 0000000000000000
uhcmeetup.kills.strafecps.sg, long, 0000000000000000
uhcmeetup.kills.strafecps.soup, long, 0000000000000000
uhcmeetup.leggings.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.leggings.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.0.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.0.strafecps, itemstack, 810576616C756520803D76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20574F4F445F4158450A
uhcmeetup.slot.1.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.1.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.10.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.10.strafecps, itemstack, 810576616C756520804476616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20424F570A202064616D6167653A20310A
uhcmeetup.slot.11.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.11.strafecps, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F53574F52440A202064616D6167653A20340A
uhcmeetup.slot.12.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.12.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.13.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.13.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.14.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.14.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.15.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.15.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.16.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.16.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.17.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.17.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.18.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.18.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.19.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.19.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.2.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.2.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.20.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.20.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.21.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.21.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.22.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.22.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.23.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.23.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.24.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.24.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.25.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.25.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.26.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.26.strafecps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
uhcmeetup.slot.27.smexycps, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
